tick,e1_monomer_count_direct_state_read,complex1_delta_MG_041_062_429_PENTAMER,complex2_delta_MG_041_069_429_PENTAMER,any_complex_delta_total,any_complex_changed,pinched
8432,1,0,0,0,0,0
8433,1,0,0,0,0,0
8434,1,0,0,0,0,0
8435,1,0,0,1,1,0
8436,1,0,0,-1,1,0
8437,1,0,0,0,0,0
8438,1,0,0,0,0,0
8439,1,0,0,0,0,0
8440,1,0,0,0,0,0
8441,1,0,0,0,0,0
8442,1,0,0,0,0,0
8443,1,0,0,0,0,0
8444,1,0,0,0,0,0
8445,1,0,0,0,0,0
8446,1,0,0,0,0,0
8447,1,0,0,0,0,0
8448,1,0,0,0,0,0
8449,1,0,0,0,0,0
8450,1,0,0,0,0,0
8451,1,0,0,0,0,0
8452,1,0,0,0,0,0
8453,1,0,0,1,1,0
8454,1,0,0,-1,1,0
8455,1,0,0,0,0,0
8456,1,0,0,0,0,0
8457,1,0,0,0,0,0
8458,1,0,0,0,0,0
8459,1,0,0,0,0,0
8460,1,0,0,1,1,0
8461,1,0,0,-1,1,0
8462,0,1,0,2,1,0
8463,0,-1,0,-2,1,0
8468,0,0,0,1,1,0
8469,0,0,0,-1,1,0
8475,0,0,0,0,0,0
8479,0,0,0,1,1,0
8480,0,0,0,-1,1,0
8498,0,0,0,1,1,0
8499,0,0,0,-1,1,0
8500,0,0,0,0,0,0
8501,0,0,0,1,1,0
8502,0,0,0,-1,1,0
8509,0,0,0,1,1,0
8510,0,0,0,-1,1,0
8525,0,0,0,0,0,0
8527,0,0,0,2,1,0
8528,0,0,0,-2,1,0
8534,1,0,0,0,0,0
8535,1,0,0,0,0,0
8536,1,0,0,0,0,0
8537,1,0,0,0,0,0
8538,1,0,0,0,0,0
8539,1,0,0,0,0,0
8540,1,0,0,0,0,0
8541,1,0,0,0,0,0
8542,1,0,0,0,0,0
8543,1,0,0,0,0,0
8544,1,0,0,0,0,0
8545,1,0,0,0,0,0
8546,1,0,0,0,0,0
8547,1,0,0,0,0,0
8548,1,0,0,0,0,0
8549,1,0,0,0,0,0
8550,1,0,0,0,0,0
8551,1,0,0,0,0,0
8552,1,0,0,0,0,0
8553,1,0,0,0,0,0
8554,1,0,0,0,0,0
8555,1,0,0,0,0,0
8556,1,0,0,1,1,0
8557,1,0,0,-1,1,0
8558,1,0,0,1,1,0
8559,1,0,0,-1,1,0
8560,1,0,0,0,0,0
8561,1,0,0,0,0,0
8562,1,0,0,0,0,0
8563,1,0,0,0,0,0
8564,1,0,0,1,1,0
8565,1,0,0,-1,1,0
8566,1,0,0,0,0,0
8567,1,0,0,0,0,0
8568,1,0,0,0,0,0
8569,0,0,1,1,1,0
8570,0,0,-1,-1,1,0
8573,0,0,0,1,1,0
8574,0,0,0,-1,1,0
8575,0,0,0,0,0,0
8578,1,0,0,1,1,0
8579,1,0,0,-1,1,0
8580,1,0,0,0,0,0
8581,1,0,0,0,0,0
8582,1,0,0,0,0,0
8583,1,0,0,0,0,0
8584,1,0,0,0,0,0
8585,1,0,0,0,0,0
8586,1,0,0,0,0,0
8587,1,0,0,0,0,0
8588,1,0,0,1,1,0
8589,1,0,0,-1,1,0
8590,1,0,0,0,0,0
8591,1,0,0,0,0,0
8592,1,0,0,2,1,0
8593,1,0,0,-2,1,0
8594,1,0,0,0,0,0
8595,1,0,0,0,0,0
8596,1,0,0,0,0,0
8597,1,0,0,0,0,0
8598,1,0,0,0,0,0
8599,1,0,0,0,0,0
8600,1,0,0,0,0,0
8601,1,0,0,0,0,0
8602,1,0,0,1,1,0
8603,1,0,0,-1,1,0
8604,1,0,0,0,0,0
8605,1,0,0,0,0,0
8606,1,0,0,0,0,0
8607,1,0,0,0,0,0
8608,1,0,0,0,0,0
8609,1,0,0,0,0,0
8610,1,0,0,0,0,0
8611,1,0,0,0,0,0
8612,1,0,0,0,0,0
8613,1,0,0,0,0,0
8614,1,0,0,0,0,0
8615,1,0,0,0,0,0
8616,1,0,0,0,0,0
8617,1,0,0,0,0,0
8618,1,0,0,0,0,0
8619,1,0,0,0,0,0
8620,1,0,0,0,0,0
8621,1,0,0,0,0,0
8622,1,0,0,0,0,0
8623,1,0,0,0,0,0
8624,1,0,0,0,0,0
8625,1,0,0,0,0,0
8626,1,0,0,0,0,0
8627,1,0,0,1,1,0
8628,1,0,0,-1,1,0
8629,1,0,0,0,0,0
8630,1,0,0,0,0,0
8631,1,0,0,1,1,0
8632,1,0,0,-1,1,0
8633,1,0,0,0,0,0
8634,1,0,0,0,0,0
8635,1,0,0,0,0,0
8636,1,0,0,0,0,0
8637,1,0,0,0,0,0
8638,1,0,0,0,0,0
8639,1,0,0,0,0,0
8640,1,0,0,2,1,0
8641,1,0,0,-2,1,0
8642,1,0,0,0,0,0
8643,1,0,0,0,0,0
8644,1,0,0,0,0,0
8645,1,0,0,0,0,0
8646,1,0,0,0,0,0
8647,1,0,0,0,0,0
8648,1,0,0,0,0,0
8649,1,0,0,0,0,0
8650,1,0,0,0,0,0
8651,1,0,0,0,0,0
8652,1,0,0,0,0,0
8653,1,0,0,0,0,0
8654,1,0,0,0,0,0
8655,1,0,0,0,0,0
8656,1,0,0,0,0,0
8657,1,0,0,0,0,0
8658,1,0,0,0,0,0
8659,1,0,0,1,1,0
8660,1,0,0,-1,1,0
8661,1,0,0,0,0,0
8662,1,0,0,0,0,0
8663,1,0,0,0,0,0
8664,1,0,0,0,0,0
8665,1,0,0,0,0,0
8666,1,0,0,0,0,0
8667,1,0,0,0,0,0
8668,1,0,0,0,0,0
8669,1,0,0,0,0,0
8670,1,0,0,0,0,0
8671,1,0,0,0,0,0
8672,1,0,0,0,0,0
8673,1,0,0,0,0,0
8674,1,0,0,0,0,0
8675,1,0,0,0,0,0
8676,1,0,0,0,0,0
8677,1,0,0,0,0,0
8678,1,0,0,0,0,0
8679,1,0,0,0,0,0
8680,1,0,0,2,1,0
8681,1,0,0,-2,1,0
8682,1,0,0,0,0,0
8683,1,0,0,1,1,0
8684,1,0,0,-1,1,0
8685,1,0,0,0,0,0
8686,1,0,0,0,0,0
8687,1,0,0,0,0,0
8688,1,0,0,0,0,0
8689,1,0,0,0,0,0
8690,1,0,0,0,0,0
8691,1,0,0,0,0,0
8692,1,0,0,0,0,0
8693,1,0,0,0,0,0
8694,1,0,0,0,0,0
8695,1,0,0,0,0,0
8696,1,0,0,0,0,0
8697,1,0,0,0,0,0
8698,1,0,0,0,0,0
8699,1,0,0,0,0,0
8700,1,0,0,0,0,0
8701,1,0,0,0,0,0
8702,1,0,0,0,0,0
8703,1,0,0,0,0,0
8704,1,0,0,0,0,0
8705,1,0,0,0,0,0
8706,1,0,0,0,0,0
8707,1,0,0,0,0,0
8708,1,0,0,0,0,0
8709,1,0,0,0,0,0
8710,1,0,0,0,0,0
8711,1,0,0,0,0,0
8712,1,0,0,1,1,0
8713,1,0,0,-1,1,0
8714,1,0,0,0,0,0
8715,1,0,0,0,0,0
8716,1,0,0,0,0,0
8717,1,0,0,0,0,0
8718,1,0,0,0,0,0
8719,1,0,0,0,0,0
8720,1,0,0,0,0,0
8721,1,0,0,0,0,0
8722,1,0,0,0,0,0
8723,1,0,0,0,0,0
8724,1,0,0,0,0,0
8725,1,0,0,0,0,0
8726,1,0,0,0,0,0
8727,1,0,0,0,0,0
8728,1,0,0,1,1,0
8729,1,0,0,-1,1,0
8730,1,0,0,1,1,0
8731,1,0,0,-1,1,0
8732,1,0,0,0,0,0
8733,1,0,0,0,0,0
8734,1,0,0,0,0,0
8735,1,0,0,0,0,0
8736,1,0,0,0,0,0
8737,1,0,0,0,0,0
8738,1,0,0,0,0,0
8739,1,0,0,0,0,0
8740,1,0,0,0,0,0
8741,1,0,0,0,0,0
8742,1,0,0,1,1,0
8743,1,0,0,-1,1,0
8744,1,0,0,0,0,0
8745,1,0,0,1,1,0
8746,1,0,0,-1,1,0
8747,1,0,0,0,0,0
8748,1,0,0,0,0,0
8749,1,0,0,0,0,0
8750,1,0,0,0,0,0
8751,1,0,0,0,0,0
8752,1,0,0,0,0,0
8753,1,0,0,0,0,0
8754,1,0,0,0,0,0
8755,1,0,0,0,0,0
8756,1,0,0,0,0,0
8757,1,0,0,0,0,0
8758,1,0,0,0,0,0
8759,1,0,0,0,0,0
8760,1,0,0,0,0,0
8761,1,0,0,0,0,0
8762,1,0,0,0,0,0
8763,1,0,0,0,0,0
8764,1,0,0,0,0,0
8765,1,0,0,0,0,0
8766,1,0,0,0,0,0
8767,1,0,0,0,0,0
8768,1,0,0,0,0,0
8769,1,0,0,0,0,0
8770,1,0,0,0,0,0
8771,1,0,0,0,0,0
8772,1,0,0,0,0,0
8773,1,0,0,0,0,0
8774,1,0,0,0,0,0
8775,1,0,0,0,0,0
8776,1,0,0,0,0,0
8777,1,0,0,0,0,0
8778,1,0,0,0,0,0
8779,1,0,0,0,0,0
8780,1,0,0,0,0,0
8781,1,0,0,0,0,0
8782,1,0,0,1,1,0
8783,1,0,0,-1,1,0
8784,1,0,0,0,0,0
8785,1,0,0,0,0,0
8786,1,0,0,0,0,0
8787,1,0,0,0,0,0
8788,1,0,0,0,0,0
8789,1,0,0,0,0,0
8790,1,0,0,0,0,0
8791,1,0,0,0,0,0
8792,1,0,0,0,0,0
8793,1,0,0,0,0,0
8794,1,0,0,0,0,0
8795,1,0,0,0,0,0
8796,1,0,0,1,1,0
8797,1,0,0,-1,1,0
8798,1,0,0,0,0,0
8799,1,0,0,0,0,0
8800,1,0,0,0,0,0
8801,1,0,0,0,0,0
8802,1,0,0,0,0,0
8803,1,0,0,0,0,0
8804,1,0,0,0,0,0
8805,1,0,0,0,0,0
8806,1,0,0,0,0,0
8807,1,0,0,0,0,0
8808,1,0,0,0,0,0
8809,1,0,0,0,0,0
8810,1,0,0,0,0,0
8811,1,0,0,0,0,0
8812,1,0,0,1,1,0
8813,1,0,0,-1,1,0
8814,1,0,0,0,0,0
8815,1,0,0,0,0,0
8816,1,0,0,0,0,0
8817,1,0,0,0,0,0
8818,1,0,0,0,0,0
8819,1,0,0,1,1,0
8820,1,0,0,-1,1,0
8821,1,0,0,2,1,0
8822,1,0,0,-2,1,0
8823,1,0,0,0,0,0
8824,1,0,0,0,0,0
8825,1,0,0,0,0,0
8826,1,0,0,0,0,0
8827,1,0,0,0,0,0
8828,1,0,0,0,0,0
8829,1,0,0,0,0,0
8830,1,0,0,0,0,0
8831,1,0,0,1,1,0
8832,1,0,0,-1,1,0
8833,1,0,0,1,1,0
8834,1,0,0,-1,1,0
8835,1,0,0,0,0,0
8836,1,0,0,0,0,0
8837,1,0,0,0,0,0
8838,1,0,0,2,1,0
8839,1,0,0,-2,1,0
8840,1,0,0,0,0,0
8841,1,0,0,0,0,0
8842,1,0,0,0,0,0
8843,1,0,0,0,0,0
8844,1,0,0,0,0,0
8845,1,0,0,0,0,0
8846,1,0,0,0,0,0
8847,1,0,0,0,0,0
8848,1,0,0,0,0,0
8849,1,0,0,0,0,0
8850,1,0,0,0,0,0
8851,1,0,0,0,0,0
8852,1,0,0,1,1,0
8853,1,0,0,-1,1,0
8854,1,0,0,0,0,0
8855,1,0,0,0,0,0
8856,1,0,0,1,1,0
8857,1,0,0,-1,1,0
8858,1,0,0,0,0,0
8859,1,0,0,0,0,0
8860,1,0,0,2,1,0
8861,1,0,0,-2,1,0
8862,1,0,0,0,0,0
8863,1,0,0,0,0,0
8864,1,0,0,0,0,0
8865,1,0,0,0,0,0
8866,1,0,0,0,0,0
8867,1,0,0,0,0,0
8868,1,0,0,0,0,0
8869,1,0,0,0,0,0
8870,1,0,0,0,0,0
8871,1,0,0,0,0,0
8872,1,0,0,0,0,0
8873,1,0,0,0,0,0
8874,1,0,0,0,0,0
8875,1,0,0,0,0,0
8876,1,0,0,0,0,0
8877,1,0,0,0,0,0
8878,1,0,0,0,0,0
8879,1,0,0,1,1,0
8880,1,0,0,-1,1,0
8881,1,0,0,0,0,0
8882,1,0,0,0,0,0
8883,1,0,0,0,0,0
8884,1,0,0,0,0,0
8885,1,0,0,0,0,0
8886,1,0,0,1,1,0
8887,1,0,0,-1,1,0
8888,1,0,0,0,0,0
8889,1,0,0,0,0,0
8890,1,0,0,0,0,0
8891,1,0,0,0,0,0
8892,1,0,0,1,1,0
8893,1,0,0,-1,1,0
8894,1,0,0,0,0,0
8895,1,0,0,0,0,0
8896,1,0,0,0,0,0
8897,1,0,0,0,0,0
8898,1,0,0,0,0,0
8899,1,0,0,0,0,0
8900,1,0,0,0,0,0
8901,1,0,0,0,0,0
8902,1,0,0,0,0,0
8903,1,0,0,0,0,0
8904,1,0,0,0,0,0
8905,1,0,0,0,0,0
8906,1,0,0,0,0,0
8907,1,0,0,2,1,0
8908,1,0,0,-1,1,0
8909,1,0,0,-1,1,0
8910,1,0,0,2,1,0
8911,1,0,0,-2,1,0
8912,1,0,0,0,0,0
8913,1,0,0,0,0,0
8914,1,0,0,2,1,0
8915,1,0,0,-2,1,0
8916,1,0,0,0,0,0
8917,1,0,0,0,0,0
8918,1,0,0,0,0,0
8919,1,0,0,1,1,0
8920,1,0,0,-1,1,0
8921,1,0,0,0,0,0
8922,1,0,0,0,0,0
8923,1,0,0,0,0,0
8924,1,0,0,0,0,0
8925,1,0,0,0,0,0
8926,1,0,0,0,0,0
8927,1,0,0,0,0,0
8928,1,0,0,0,0,0
8929,1,0,0,1,1,0
8930,1,0,0,-1,1,0
8931,1,0,0,0,0,0
8932,1,0,0,0,0,0
8933,1,0,0,0,0,0
8934,1,0,0,0,0,0
8935,1,0,0,0,0,0
8936,1,0,0,0,0,0
8937,1,0,0,0,0,0
8938,1,0,0,0,0,0
8939,1,0,0,2,1,0
8940,1,0,0,-2,1,0
8941,1,0,0,0,0,0
8942,1,0,0,0,0,0
8943,1,0,0,1,1,0
8944,1,0,0,-1,1,0
8945,1,0,0,0,0,0
8946,1,0,0,0,0,0
8947,1,0,0,0,0,0
8948,1,0,0,0,0,0
8949,1,0,0,0,0,0
8950,1,0,0,0,0,0
8951,1,0,0,0,0,0
8952,1,0,0,2,1,0
8953,1,0,0,-2,1,0
8954,1,0,0,0,0,0
8955,1,0,0,0,0,0
8956,1,0,0,0,0,0
8957,1,0,0,0,0,0
8958,1,0,0,0,0,0
8959,1,0,0,0,0,0
8960,1,0,0,0,0,0
8961,1,0,0,0,0,0
8962,1,0,0,1,1,0
8963,1,0,0,-1,1,0
8964,1,0,0,0,0,0
8965,1,0,0,0,0,0
8966,1,0,0,1,1,0
8967,1,0,0,-1,1,0
8968,1,0,0,0,0,0
8969,1,0,0,0,0,0
8970,1,0,0,2,1,0
8971,1,0,0,-2,1,0
8972,1,0,0,0,0,0
8973,1,0,0,0,0,0
8974,1,0,0,1,1,0
8975,1,0,0,-1,1,0
8976,1,0,0,0,0,0
8977,1,0,0,0,0,0
8978,1,0,0,1,1,0
8979,1,0,0,-1,1,0
8980,1,0,0,0,0,0
8981,1,0,0,0,0,0
8982,1,0,0,0,0,0
8983,1,0,0,0,0,0
8984,1,0,0,0,0,0
8985,1,0,0,0,0,0
8986,1,0,0,0,0,0
8987,1,0,0,0,0,0
8988,1,0,0,0,0,0
8989,1,0,0,0,0,0
8990,1,0,0,0,0,0
8991,1,0,0,0,0,0
8992,1,0,0,0,0,0
8993,1,0,0,0,0,0
8994,1,0,0,0,0,0
8995,1,0,0,0,0,0
8996,1,0,0,0,0,0
8997,1,0,0,0,0,0
8998,1,0,0,0,0,0
8999,1,0,0,0,0,0
9000,1,0,0,0,0,0
9001,1,0,0,0,0,0
9002,1,0,0,0,0,0
9003,1,0,0,0,0,0
9004,1,0,0,0,0,0
9005,1,0,0,0,0,0
9006,1,0,0,0,0,0
9007,1,0,0,0,0,0
9008,1,0,0,1,1,0
9009,1,0,0,-1,1,0
9010,1,0,0,0,0,0
9011,1,0,0,0,0,0
9012,1,0,0,0,0,0
9013,1,0,0,0,0,0
9014,1,0,0,0,0,0
9015,1,0,0,0,0,0
9016,1,0,0,0,0,0
9017,1,0,0,0,0,0
9018,1,0,0,0,0,0
9019,1,0,0,1,1,0
9020,1,0,0,-1,1,0
9021,1,0,0,1,1,0
9022,1,0,0,-1,1,0
9023,1,0,0,0,0,0
9024,1,0,0,0,0,0
9025,1,0,0,0,0,0
9026,1,0,0,0,0,0
9027,1,0,0,0,0,0
9028,1,0,0,0,0,0
9029,1,0,0,0,0,0
9030,1,0,0,0,0,0
9031,1,0,0,0,0,0
9032,1,0,0,0,0,0
9033,1,0,0,0,0,0
9034,1,0,0,0,0,0
9035,1,0,0,0,0,0
9036,1,0,0,0,0,0
9037,1,0,0,0,0,0
9038,1,0,0,0,0,0
9039,1,0,0,1,1,0
9040,1,0,0,-1,1,0
9041,1,0,0,0,0,0
9042,1,0,0,0,0,0
9043,1,0,0,2,1,0
9044,1,0,0,-2,1,0
9045,1,0,0,0,0,0
9046,1,0,0,0,0,0
9047,1,0,0,0,0,0
9048,1,0,0,0,0,0
9049,1,0,0,0,0,0
9050,1,0,0,0,0,0
9051,1,0,0,0,0,0
9052,1,0,0,0,0,0
9053,1,0,0,0,0,0
9054,1,0,0,0,0,0
9055,1,0,0,1,1,0
9056,1,0,0,-1,1,0
9057,1,0,0,0,0,0
9058,1,0,0,0,0,0
9059,1,0,0,0,0,0
9060,1,0,0,0,0,0
9061,1,0,0,0,0,0
9062,1,0,0,0,0,0
9063,1,0,0,0,0,0
9064,1,0,0,0,0,0
9065,1,0,0,0,0,0
9066,1,0,0,0,0,0
9067,1,0,0,0,0,0
9068,1,0,0,0,0,0
9069,1,0,0,1,1,0
9070,1,0,0,-1,1,0
9071,1,0,0,0,0,0
9072,1,0,0,0,0,0
9073,1,0,0,0,0,0
9074,1,0,0,0,0,0
9075,1,0,0,0,0,0
9076,1,0,0,0,0,0
9077,1,0,0,0,0,0
9078,1,0,0,0,0,0
9079,1,0,0,0,0,0
9080,1,0,0,0,0,0
9081,1,0,0,1,1,0
9082,1,0,0,-1,1,0
9083,1,0,0,0,0,0
9084,1,0,0,0,0,0
9085,1,0,0,0,0,0
9086,1,0,0,0,0,0
9087,1,0,0,0,0,0
9088,1,0,0,0,0,0
9089,1,0,0,0,0,0
9090,1,0,0,0,0,0
9091,1,0,0,0,0,0
9092,1,0,0,0,0,0
9093,1,0,0,0,0,0
9094,1,0,0,0,0,0
9095,1,0,0,1,1,0
9096,1,0,0,-1,1,0
9097,1,0,0,0,0,0
9098,1,0,0,1,1,0
9099,1,0,0,-1,1,0
9100,1,0,0,0,0,0
9101,1,0,0,0,0,0
9102,1,0,0,0,0,0
9103,1,0,0,0,0,0
9104,1,0,0,0,0,0
9105,1,0,0,0,0,0
9106,1,0,0,0,0,0
9107,1,0,0,0,0,0
9108,1,0,0,0,0,0
9109,1,0,0,0,0,0
9110,1,0,0,1,1,0
9111,1,0,0,-1,1,0
9112,1,0,0,0,0,0
9113,1,0,0,0,0,0
9114,1,0,0,0,0,0
9115,1,0,0,1,1,0
9116,1,0,0,-1,1,0
9117,1,0,0,0,0,0
9118,1,0,0,0,0,0
9119,1,0,0,0,0,0
9120,1,0,0,1,1,0
9121,1,0,0,-1,1,0
9122,1,0,0,0,0,0
9123,1,0,0,0,0,0
9124,1,0,0,0,0,0
9125,1,0,0,0,0,0
9126,1,0,0,0,0,0
9127,1,0,0,0,0,0
9128,1,0,0,0,0,0
9129,1,0,0,0,0,0
9130,1,0,0,0,0,0
9131,1,0,0,0,0,0
9132,1,0,0,0,0,0
9133,1,0,0,1,1,0
9134,1,0,0,-1,1,0
9135,1,0,0,0,0,0
9136,1,0,0,0,0,0
9137,1,0,0,0,0,0
9138,1,0,0,0,0,0
9139,1,0,0,0,0,0
9140,1,0,0,0,0,0
9141,1,0,0,0,0,0
9142,1,0,0,0,0,0
9143,1,0,0,0,0,0
9144,1,0,0,0,0,0
9145,1,0,0,1,1,0
9146,1,0,0,-1,1,0
9147,1,0,0,0,0,0
9148,1,0,0,0,0,0
9149,1,0,0,0,0,0
9150,1,0,0,0,0,0
9151,1,0,0,0,0,0
9152,1,0,0,0,0,0
9153,1,0,0,0,0,0
9154,1,0,0,0,0,0
9155,1,0,0,0,0,0
9156,1,0,0,0,0,0
9157,1,0,0,0,0,0
9158,1,0,0,0,0,0
9159,1,0,0,0,0,0
9160,1,0,0,0,0,0
9161,1,0,0,0,0,0
9162,1,0,0,0,0,0
9163,1,0,0,0,0,0
9164,1,0,0,0,0,0
9165,1,0,0,1,1,0
9166,1,0,0,-1,1,0
9167,1,0,0,0,0,0
9168,1,0,0,0,0,0
9169,1,0,0,0,0,0
9170,1,0,0,0,0,0
9171,1,0,0,1,1,0
9172,1,0,0,-1,1,0
9173,1,0,0,0,0,0
9174,1,0,0,1,1,0
9175,1,0,0,-1,1,0
9176,1,0,0,0,0,0
9177,1,0,0,0,0,0
9178,1,0,0,0,0,0
9179,1,0,0,0,0,0
9180,1,0,0,0,0,0
9181,1,0,0,0,0,0
9182,1,0,0,0,0,0
9183,1,0,0,0,0,0
9184,1,0,0,0,0,0
9185,1,0,0,0,0,0
9186,1,0,0,0,0,0
9187,1,0,0,1,1,0
9188,1,0,0,-1,1,0
9189,1,0,0,0,0,0
9190,1,0,0,0,0,0
9191,1,0,0,0,0,0
9192,1,0,0,0,0,0
9193,1,0,0,0,0,0
9194,1,0,0,0,0,0
9195,1,0,0,1,1,0
9196,1,0,0,-1,1,0
9197,1,0,0,1,1,0
9198,1,0,0,-1,1,0
9199,1,0,0,0,0,0
9200,1,0,0,0,0,0
9201,1,0,0,0,0,0
9202,1,0,0,1,1,0
9203,1,0,0,-1,1,0
9204,1,0,0,0,0,0
9205,1,0,0,0,0,0
9206,1,0,0,1,1,0
9207,1,0,0,-1,1,0
9208,1,0,0,0,0,0
9209,1,0,0,0,0,0
9210,1,0,0,0,0,0
9211,1,0,0,0,0,0
9212,1,0,0,0,0,0
9213,1,0,0,1,1,0
9214,1,0,0,-1,1,0
9215,1,0,0,0,0,0
9216,1,0,0,0,0,0
9217,1,0,0,0,0,0
9218,1,0,0,0,0,0
9219,1,0,0,0,0,0
9220,1,0,0,0,0,0
9221,1,0,0,0,0,0
9222,1,0,0,0,0,0
9223,1,0,0,0,0,0
9224,1,0,0,0,0,0
9225,1,0,0,0,0,0
9226,1,0,0,0,0,0
9227,1,0,0,0,0,0
9228,1,0,0,0,0,0
9229,1,0,0,0,0,0
9230,1,0,0,0,0,0
9231,1,0,0,0,0,0
9232,1,0,0,0,0,0
9233,1,0,0,0,0,0
9234,1,0,0,0,0,0
9235,1,0,0,0,0,0
9236,1,0,0,0,0,0
9237,1,0,0,0,0,0
9238,1,0,0,0,0,0
9239,1,0,0,0,0,0
9240,1,0,0,0,0,0
9241,1,0,0,0,0,0
9242,1,0,0,0,0,0
9243,1,0,0,0,0,0
9244,1,0,0,1,1,0
9245,1,0,0,0,1,0
9246,1,0,0,-1,1,0
9247,1,0,0,0,0,0
9248,1,0,0,0,0,0
9249,1,0,0,0,0,0
9250,1,0,0,0,0,0
9251,1,0,0,0,0,0
9252,1,0,0,0,0,0
9253,1,0,0,0,0,0
9254,1,0,0,0,0,0
9255,1,0,0,0,0,0
9256,1,0,0,0,0,0
9257,1,0,0,0,0,0
9258,1,0,0,0,0,0
9259,1,0,0,0,0,0
9260,1,0,0,0,0,0
9261,1,0,0,0,0,0
9262,1,0,0,0,0,0
9263,1,0,0,0,0,0
9264,1,0,0,0,0,0
9265,1,0,0,3,1,0
9266,1,0,0,-3,1,0
9267,1,0,0,2,1,0
9268,1,0,0,-2,1,0
9269,1,0,0,0,0,0
9270,1,0,0,0,0,0
9271,1,0,0,0,0,0
9272,1,0,0,0,0,0
9273,1,0,0,0,0,0
9274,1,0,0,0,0,0
9275,1,0,0,1,1,0
9276,1,0,0,-1,1,0
9277,1,0,0,0,0,0
9278,1,0,0,0,0,0
9279,1,0,0,0,0,0
9280,1,0,0,0,0,0
9281,1,0,0,0,0,0
9282,1,0,0,0,0,0
9283,1,0,0,0,0,0
9284,1,0,0,0,0,0
9285,1,0,0,0,0,0
9286,1,0,0,0,0,0
9287,1,0,0,1,1,0
9288,1,0,0,-1,1,0
9289,1,0,0,0,0,0
9290,1,0,0,0,0,0
9291,1,0,0,0,0,0
9292,1,0,0,0,0,0
9293,1,0,0,0,0,0
9294,1,0,0,0,0,0
9295,1,0,0,0,0,0
9296,1,0,0,0,0,0
9297,1,0,0,0,0,0
9298,1,0,0,0,0,0
9299,1,0,0,1,1,0
9300,1,0,0,-1,1,0
9301,1,0,0,0,0,0
9302,1,0,0,0,0,0
9303,1,0,0,0,0,0
9304,1,0,0,0,0,0
9305,1,0,0,0,0,0
9306,1,0,0,0,0,0
9307,1,0,0,0,0,0
9308,1,0,0,0,0,0
9309,1,0,0,0,0,0
9310,1,0,0,0,0,0
9311,1,0,0,0,0,0
9312,1,0,0,0,0,0
9313,1,0,0,0,0,0
9314,1,0,0,0,0,0
9315,1,0,0,0,0,0
9316,1,0,0,0,0,0
9317,1,0,0,0,0,0
9318,1,0,0,0,0,0
9319,1,0,0,0,0,0
9320,1,0,0,0,0,0
9321,1,0,0,0,0,0
9322,1,0,0,0,0,0
9323,1,0,0,2,1,0
9324,1,0,0,-2,1,0
9325,1,0,0,0,0,0
9326,1,0,0,0,0,0
9327,1,0,0,0,0,0
9328,1,0,0,0,0,0
9329,1,0,0,0,0,0
9330,1,0,0,0,0,0
9331,1,0,0,0,0,0
9332,1,0,0,0,0,0
9333,1,0,0,1,1,0
9334,1,0,0,-1,1,0
9335,1,0,0,0,0,0
9336,1,0,0,0,0,0
9337,1,0,0,0,0,0
9338,1,0,0,0,0,0
9339,1,0,0,0,0,0
9340,1,0,0,0,0,0
9341,1,0,0,1,1,0
9342,1,0,0,-1,1,0
9343,1,0,0,0,0,0
9344,1,0,0,0,0,0
9345,1,0,0,0,0,0
9346,1,0,0,0,0,0
9347,1,0,0,0,0,0
9348,1,0,0,0,0,0
9349,1,0,0,0,0,0
9350,1,0,0,0,0,0
9351,1,0,0,0,0,0
9352,1,0,0,0,0,0
9353,1,0,0,0,0,0
9354,1,0,0,0,0,0
9355,1,0,0,0,0,0
9356,1,0,0,0,0,0
9357,1,0,0,0,0,0
9358,1,0,0,0,0,0
9359,1,0,0,0,0,0
9360,1,0,0,0,0,0
9361,1,0,0,0,0,0
9362,1,0,0,0,0,0
9363,1,0,0,0,0,0
9364,1,0,0,0,0,0
9365,1,0,0,0,0,0
9366,1,0,0,0,0,0
9367,1,0,0,0,0,0
9368,1,0,0,2,1,0
9369,1,0,0,-2,1,0
9370,1,0,0,0,0,0
9371,1,0,0,0,0,0
9372,1,0,0,0,0,0
9373,1,0,0,0,0,0
9374,1,0,0,1,1,0
9375,1,0,0,-1,1,0
9376,1,0,0,0,0,0
9377,1,0,0,0,0,0
9378,1,0,0,0,0,0
9379,1,0,0,0,0,0
9380,1,0,0,0,0,0
9381,1,0,0,0,0,0
9382,1,0,0,0,0,0
9383,1,0,0,0,0,0
9384,1,0,0,0,0,0
9385,1,0,0,0,0,0
9386,1,0,0,0,0,0
9387,1,0,0,0,0,0
9388,1,0,0,0,0,0
9389,1,0,0,0,0,0
9390,1,0,0,0,0,0
9391,1,0,0,0,0,0
9392,1,0,0,0,0,0
9393,1,0,0,1,1,0
9394,1,0,0,-1,1,0
9395,1,0,0,0,0,0
9396,1,0,0,0,0,0
9397,1,0,0,0,0,0
9398,1,0,0,0,0,0
9399,1,0,0,0,0,0
9400,1,0,0,0,0,0
9401,1,0,0,0,0,0
9402,1,0,0,0,0,0
9403,1,0,0,0,0,0
9404,1,0,0,0,0,0
9405,1,0,0,0,0,0
9406,1,0,0,0,0,0
9407,1,0,0,0,0,0
9408,1,0,0,0,0,0
9409,1,0,0,0,0,0
9410,1,0,0,0,0,0
9411,1,0,0,0,0,0
